district,municipality,age_group,pop
9677,9677166,below18,149
9677,9677169,below18,127
9677,9677170,below18,403
9677,9677172,below18,155
9677,9677175,below18,254
9677,9677177,below18,302
9677,9677178,below18,165
9677,9677181,below18,163
9677,9677182,below18,128
9677,9677186,below18,372
9677,9677189,below18,229
9677,9677193,below18,232
9677,9677200,below18,201
9677,9677203,below18,958
9677,9677452,below18,711
9677,9677453,below18,711
9677,9677454,below18,711
9677,9677455,below18,711
9677,9677456,below18,711
9677,9677457,below18,711
9677,9677458,below18,711
9677,9677459,below18,711
9677,9677461,below18,711
9677,9677463,below18,711
9678,9678115,below18,920
9678,9678122,below18,248
9678,9678123,below18,1183
9678,9678124,below18,321
9678,9678128,below18,520
9678,9678130,below18,204
9678,9678132,below18,531
9678,9678134,below18,1076
9678,9678135,below18,1009
9678,9678136,below18,557
9678,9678138,below18,755
9678,9678150,below18,923
9678,9678153,below18,146
9678,9678157,below18,189
9678,9678160,below18,1252
9678,9678164,below18,249
9678,9678168,below18,770
9678,9678170,below18,704
9678,9678174,below18,1241
9678,9678175,below18,284
9678,9678176,below18,605
9678,9678178,below18,725
9678,9678181,below18,644
9678,9678183,below18,343
9678,9678186,below18,590
9678,9678190,below18,442
9678,9678192,below18,557
9678,9678193,below18,1564
9678,9678196,below18,182
9678,9678451,below18,847
9678,9678452,below18,847
9678,9678453,below18,847
9678,9678454,below18,847
9678,9678455,below18,847
9678,9678456,below18,847
9678,9678457,below18,847
9679,9679114,below18,237
9679,9679117,below18,646
9679,9679118,below18,157
9679,9679122,below18,200
9679,9679124,below18,477
9679,9679126,below18,563
9679,9679128,below18,341
9679,9679130,below18,876
9679,9679131,below18,184
9679,9679134,below18,467
9679,9679135,below18,112
9679,9679136,below18,914
9679,9679137,below18,244
9679,9679138,below18,1023
9679,9679141,below18,233
9679,9679142,below18,810
9679,9679143,below18,445
9679,9679144,below18,446
9679,9679146,below18,570
9679,9679147,below18,1483
9679,9679149,below18,154
9679,9679153,below18,305
9679,9679154,below18,408
9679,9679155,below18,308
9679,9679156,below18,981
9679,9679161,below18,475
9679,9679164,below18,365
9679,9679165,below18,335
9679,9679167,below18,248
9679,9679169,below18,193
9679,9679170,below18,1812
9679,9679174,below18,222
9679,9679175,below18,471
9679,9679176,below18,703
9679,9679177,below18,252
9679,9679179,below18,102
9679,9679180,below18,1208
9679,9679182,below18,243
9679,9679185,below18,916
9679,9679187,below18,327
9679,9679188,below18,158
9679,9679192,below18,162
9679,9679193,below18,433
9679,9679194,below18,445
9679,9679196,below18,337
9679,9679200,below18,532
9679,9679201,below18,543
9679,9679202,below18,1453
9679,9679204,below18,506
9679,9679205,below18,801
9679,9679206,below18,216
9679,9679209,below18,691
9679,9679451,below18,649
9679,9679452,below18,649
9679,9679453,below18,649
9771,9771111,below18,327
9771,9771112,below18,982
9771,9771113,below18,3652
9771,9771114,below18,789
9771,9771122,below18,1022
9771,9771129,below18,331
9771,9771130,below18,5030
9771,9771140,below18,396
9771,9771141,below18,516
9771,9771142,below18,2031
9771,9771144,below18,867
9771,9771145,below18,578
9771,9771146,below18,2621
9771,9771149,below18,323
9771,9771155,below18,294
9771,9771156,below18,1237
9771,9771158,below18,533
9771,9771160,below18,622
9771,9771162,below18,347
9771,9771163,below18,297
9771,9771165,below18,351
9771,9771168,below18,144
9771,9771169,below18,233
9771,9771176,below18,205
9772,9772111,below18,400
9772,9772114,below18,145
9772,9772115,below18,737
9772,9772117,below18,505
9772,9772121,below18,602
9772,9772125,below18,2999
9772,9772126,below18,256
9772,9772130,below18,1768
9772,9772131,below18,1142
9772,9772134,below18,194
9772,9772136,below18,242
9772,9772137,below18,255
9772,9772141,below18,877
9772,9772145,below18,789
9772,9772147,below18,3993
9772,9772148,below18,717
9772,9772149,below18,767
9772,9772151,below18,894
9772,9772156,below18,171
9772,9772157,below18,243
9772,9772159,below18,464
9772,9772160,below18,235
9772,9772162,below18,485
9772,9772163,below18,4556
9772,9772166,below18,151
9772,9772167,below18,435
9772,9772168,below18,332
9772,9772170,below18,701
9772,9772171,below18,1494
9772,9772177,below18,2072
9772,9772178,below18,273
9772,9772179,below18,196
9772,9772184,below18,3683
9772,9772185,below18,455
9772,9772186,below18,344
9772,9772197,below18,167
9772,9772200,below18,2402
9772,9772202,below18,2574
9772,9772207,below18,799
9772,9772209,below18,1205
9772,9772211,below18,248
9772,9772214,below18,199
9772,9772215,below18,477
9772,9772216,below18,653
9772,9772217,below18,316
9772,9772223,below18,1102
9772,9772451,below18,1103
9773,9773111,below18,228
9773,9773112,below18,325
9773,9773113,below18,239
9773,9773116,below18,236
9773,9773117,below18,595
9773,9773119,below18,274
9773,9773122,below18,1114
9773,9773125,below18,3198
9773,9773133,below18,181
9773,9773136,below18,1286
9773,9773137,below18,288
9773,9773139,below18,1161
9773,9773140,below18,642
9773,9773143,below18,243
9773,9773144,below18,1783
9773,9773146,below18,178
9773,9773147,below18,214
9773,9773150,below18,282
9773,9773153,below18,185
9773,9773164,below18,218
9773,9773170,below18,606
9773,9773179,below18,220
9773,9773182,below18,1662
9773,9773183,below18,403
9773,9773186,below18,159
9773,9773187,below18,123
9773,9773188,below18,196
9774,9774111,below18,214
9774,9774115,below18,216
9774,9774116,below18,460
9774,9774117,below18,203
9774,9774118,below18,313
9774,9774119,below18,834
9774,9774121,below18,1633
9774,9774122,below18,549
9774,9774124,below18,278
9774,9774127,below18,261
9774,9774129,below18,115
9774,9774133,below18,213
9774,9774135,below18,3285
9774,9774136,below18,240
9774,9774140,below18,371
9774,9774143,below18,1593
9774,9774144,below18,1215
9774,9774145,below18,587
9774,9774148,below18,584
9774,9774150,below18,2271
9774,9774151,below18,112
9774,9774155,below18,1284
9774,9774160,below18,335
9774,9774162,below18,588
9774,9774166,below18,207
9774,9774171,below18,715
9774,9774174,below18,277
9774,9774178,below18,178
9774,9774185,below18,984
9774,9774189,below18,172
9774,9774191,below18,197
9774,9774192,below18,142
9774,9774196,below18,128
9774,9774198,below18,596
9774,9774451,below18,704
9774,9774452,below18,704
9775,9775111,below18,892
9775,9775115,below18,734
9775,9775118,below18,725
9775,9775126,below18,340
9775,9775129,below18,3004
9775,9775132,below18,222
9775,9775134,below18,1586
9775,9775135,below18,9848
9775,9775139,below18,1566
9775,9775141,below18,200
9775,9775142,below18,184
9775,9775143,below18,1256
9775,9775149,below18,482
9775,9775152,below18,3634
9775,9775161,below18,180
9775,9775162,below18,2282
9775,9775164,below18,2251
9775,9775451,below18,2043
9775,9775452,below18,2043
9775,9775454,below18,2043
9775,9775455,below18,2043
9776,9776111,below18,469
9776,9776112,below18,244
9776,9776113,below18,296
9776,9776114,below18,638
9776,9776115,below18,346
9776,9776116,below18,3919
9776,9776117,below18,1876
9776,9776118,below18,273
9776,9776120,below18,255
9776,9776121,below18,271
9776,9776122,below18,436
9776,9776124,below18,342
9776,9776125,below18,628
9776,9776126,below18,537
9776,9776127,below18,369
9776,9776128,below18,588
9776,9776129,below18,1102
9776,9776130,below18,439
9776,9776131,below18,427
9777,9777111,below18,377
9777,9777112,below18,710
9777,9777114,below18,234
9777,9777118,below18,341
9777,9777121,below18,2323
9777,9777124,below18,288
9777,9777125,below18,213
9777,9777128,below18,289
9777,9777129,below18,2396
9777,9777130,below18,698
9777,9777131,below18,253
9777,9777135,below18,223
9777,9777138,below18,290
9777,9777139,below18,298
9777,9777140,below18,420
9777,9777141,below18,286
9777,9777144,below18,160
9777,9777145,below18,411
9777,9777147,below18,412
9777,9777149,below18,278
9777,9777151,below18,3282
9777,9777152,below18,585
9777,9777153,below18,567
9777,9777154,below18,1148
9777,9777155,below18,273
9777,9777157,below18,118
9777,9777158,below18,510
9777,9777159,below18,1303
9777,9777163,below18,211
9777,9777164,below18,256
9777,9777165,below18,305
9777,9777166,below18,370
9777,9777167,below18,292
9777,9777168,below18,137
9777,9777169,below18,479
9777,9777170,below18,568
9777,9777171,below18,327
9777,9777172,below18,286
9777,9777173,below18,569
9777,9777175,below18,581
9777,9777176,below18,304
9777,9777177,below18,431
9777,9777179,below18,229
9777,9777182,below18,311
9777,9777183,below18,155
9778,9778111,below18,268
9778,9778113,below18,181
9778,9778115,below18,995
9778,9778116,below18,2028
9778,9778118,below18,331
9778,9778119,below18,156
9778,9778120,below18,358
9778,9778121,below18,418
9778,9778123,below18,551
9778,9778127,below18,420
9778,9778130,below18,219
9778,9778134,below18,307
9778,9778136,below18,510
9778,9778137,below18,599
9778,9778139,below18,189
9778,9778144,below18,1011
9778,9778149,below18,261
9778,9778150,below18,330
9778,9778151,below18,235
9778,9778157,below18,237
9778,9778158,below18,445
9778,9778161,below18,324
9778,9778162,below18,289
9778,9778163,below18,256
9778,9778164,below18,192
9778,9778165,below18,608
9778,9778168,below18,730
9778,9778169,below18,361
9778,9778171,below18,531
9778,9778173,below18,2472
9778,9778177,below18,254
9778,9778180,below18,284
9778,9778183,below18,251
9778,9778184,below18,190
9778,9778186,below18,1371
9778,9778187,below18,440
9778,9778188,below18,159
9778,9778190,below18,247
9778,9778196,below18,524
9778,9778199,below18,274
9778,9778202,below18,286
9778,9778203,below18,1185
9778,9778204,below18,520
9778,9778205,below18,224
9778,9778207,below18,229
9778,9778209,below18,279
9778,9778214,below18,452
9778,9778216,below18,241
9778,9778217,below18,162
9778,9778218,below18,380
9778,9778219,below18,444
9778,9778221,below18,308
9778,9778451,below18,574
9779,9779111,below18,312
9779,9779112,below18,150
9779,9779115,below18,834
9779,9779117,below18,167
9779,9779126,below18,357
9779,9779129,below18,129
9779,9779130,below18,355
9779,9779131,below18,3338
9779,9779136,below18,206
9779,9779138,below18,155
9779,9779146,below18,90
9779,9779147,below18,375
9779,9779148,below18,226
9779,9779149,below18,199
9779,9779154,below18,230
9779,9779155,below18,905
9779,9779162,below18,80
9779,9779163,below18,206
9779,9779167,below18,272
9779,9779169,below18,596
9779,9779176,below18,232
9779,9779177,below18,249
9779,9779178,below18,407
9779,9779180,below18,133
9779,9779181,below18,740
9779,9779184,below18,210
9779,9779185,below18,475
9779,9779186,below18,921
9779,9779187,below18,217
9779,9779188,below18,285
9779,9779192,below18,225
9779,9779194,below18,3390
9779,9779196,below18,489
9779,9779197,below18,846
9779,9779198,below18,150
9779,9779201,below18,1517
9779,9779203,below18,237
9779,9779206,below18,109
9779,9779217,below18,223
9779,9779218,below18,665
9779,9779224,below18,637
9779,9779226,below18,243
9779,9779228,below18,967
9779,9779231,below18,224
9779,9779452,below18,593
9779,9779453,below18,593
9780,9780112,below18,1819
9780,9780113,below18,29
9780,9780114,below18,530
9780,9780115,below18,903
9780,9780116,below18,180
9780,9780117,below18,737
9780,9780118,below18,566
9780,9780119,below18,1444
9780,9780120,below18,1236
9780,9780121,below18,501
9780,9780122,below18,674
9780,9780123,below18,758
9780,9780124,below18,2267
9780,9780125,below18,596
9780,9780127,below18,269
9780,9780128,below18,756
9780,9780131,below18,141
9780,9780132,below18,1040
9780,9780133,below18,1266
9780,9780134,below18,292
9780,9780137,below18,853
9780,9780139,below18,3138
9780,9780140,below18,856
9780,9780143,below18,1539
9780,9780144,below18,906
9780,9780145,below18,438
9780,9780146,below18,955
9780,9780147,below18,506
9780,9780451,below18,1244
10041,10041100,below18,26512
10041,10041511,below18,1428
10041,10041512,below18,1053
10041,10041513,below18,2575
10041,10041514,below18,1481
10041,10041515,below18,2508
10041,10041516,below18,1738
10041,10041517,below18,2012
10041,10041518,below18,2444
10041,10041519,below18,6840
10042,10042111,below18,2236
10042,10042112,below18,2523
10042,10042113,below18,4750
10042,10042114,below18,1918
10042,10042115,below18,1322
10042,10042116,below18,2279
10042,10042117,below18,934
10043,10043111,below18,2269
10043,10043112,below18,2283
10043,10043113,below18,1427
10043,10043114,below18,7366
10043,10043115,below18,1953
10043,10043116,below18,2124
10043,10043117,below18,1713
10044,10044111,below18,3166
10044,10044112,below18,2945
10044,10044113,below18,1346
10044,10044114,below18,2176
10044,10044115,below18,5035
10044,10044116,below18,1828
10044,10044117,below18,2404
10044,10044118,below18,2512
10044,10044119,below18,1746
10044,10044120,below18,2443
10044,10044121,below18,1385
10044,10044122,below18,1068
10044,10044123,below18,1013
10045,10045111,below18,2622
10045,10045112,below18,2856
10045,10045113,below18,909
10045,10045114,below18,6173
10045,10045115,below18,1526
10045,10045116,below18,1498
10045,10045117,below18,5119
10046,10046111,below18,1175
10046,10046112,below18,1333
10046,10046113,below18,1001
10046,10046114,below18,1397
10046,10046115,below18,1232
10046,10046116,below18,889
10046,10046117,below18,3507
10046,10046118,below18,1839
12060,12060005,below18,2052
12060,12060012,below18,72
12060,12060020,below18,6466
12060,12060024,below18,929
12060,12060034,below18,125
12060,12060036,below18,270
12060,12060045,below18,319
12060,12060052,below18,6214
12060,12060068,below18,109
12060,12060092,below18,83
12060,12060100,below18,518
12060,12060128,below18,70
12060,12060149,below18,190
12060,12060154,below18,241
12060,12060161,below18,140
12060,12060172,below18,98
12060,12060176,below18,312
12060,12060181,below18,3417
12060,12060185,below18,99
12060,12060192,below18,332
12060,12060198,below18,1413
12060,12060250,below18,200
12060,12060269,below18,3607
12060,12060280,below18,1449
12060,12060296,below18,83
12061,12061005,below18,58
12061,12061017,below18,150
12061,12061020,below18,1270
12061,12061061,below18,95
12061,12061097,below18,96
12061,12061112,below18,1068
12061,12061164,below18,406
12061,12061192,below18,337
12061,12061216,below18,348
12061,12061217,below18,1096
12061,12061219,below18,514
12061,12061224,below18,56
12061,12061244,below18,125
12061,12061260,below18,5869
12061,12061265,below18,93
12061,12061308,below18,179
12061,12061316,below18,2021
12061,12061320,below18,1456
12061,12061328,below18,108
12061,12061329,below18,520
12061,12061332,below18,1406
12061,12061344,below18,54
12061,12061352,below18,161
12061,12061405,below18,73
12061,12061428,below18,97
12061,12061433,below18,2776
12061,12061435,below18,187
12061,12061444,below18,1319
12061,12061448,below18,128
12061,12061450,below18,187
12061,12061470,below18,67
12061,12061471,below18,55
12061,12061476,below18,117
12061,12061492,below18,274
12061,12061510,below18,114
12061,12061540,below18,1470
12061,12061572,below18,1878
12062,12062024,below18,1228
12062,12062088,below18,149
12062,12062092,below18,1275
12062,12062124,below18,1099
12062,12062128,below18,890
12062,12062134,below18,76
12062,12062140,below18,2401
12062,12062177,below18,127
12062,12062196,below18,187
12062,12062208,below18,149
12062,12062219,below18,76
12062,12062224,below18,1340
12062,12062232,below18,200
12062,12062237,below18,100
12062,12062240,below18,275
12062,12062282,below18,103
12062,12062289,below18,95
12062,12062293,below18,154
12062,12062333,below18,227
12062,12062336,below18,115
12062,12062341,below18,436
12062,12062372,below18,357
12062,12062410,below18,490
12062,12062417,below18,182
12062,12062425,below18,235
12062,12062440,below18,53
12062,12062445,below18,293
12062,12062453,below18,207
12062,12062461,below18,402
12062,12062464,below18,77
12062,12062469,below18,526
12062,12062492,below18,105
12062,12062500,below18,752
12063,12063036,below18,2063
12063,12063056,below18,2108
12063,12063080,below18,8053
12063,12063088,below18,406
12063,12063094,below18,44
12063,12063112,below18,48
12063,12063134,below18,123
12063,12063142,below18,130
12063,12063148,below18,925
12063,12063161,below18,54
12063,12063165,below18,113
12063,12063186,below18,190
12063,12063189,below18,632
12063,12063202,below18,79
12063,12063208,below18,2870
12063,12063212,below18,269
12063,12063228,below18,205
12063,12063240,below18,98
